PSNR_YYUV
C:\Users\DepChai\Desktop\Original_Output.asf
C:\Users\DepChai\Desktop\Stream_Output.mp4
AVG: 20.60369682
52.98296356
49.63453674
25.40932465
16.71902466
16.66042137
12.50923347
11.40700150
10.79310226
10.55602551
10.36231136
10.12235737
9.985567093
8.892776489
12.42371559
12.52886391
12.27797890
12.02972412
12.43905449
12.45201874
17.07888031
16.69203377
16.37024117
15.98591328
15.74985886
17.24831963
16.93474579
16.84850693
17.05031204
17.03739357
19.17682838
20.60337830
20.13400078
19.53314018
18.64173126
19.48760223
20.45709991
20.55204010
20.63954926
20.66879272
21.27602768
21.19052887
21.25269890
21.20308876
21.21829033
21.72873306
21.74934769
21.91267204
21.94895172
21.98925209
22.33327484
22.25271225
22.12586212
22.43638229
23.76418686
23.56928635
23.50115776
23.34168243
24.38679695
24.59132385
24.88838577
25.54635620
26.13596725
25.98052025
26.49622345
25.76228905
25.10124397
24.48810196
24.28530502
25.97134399
25.84876633
25.04090881
24.28845596
23.99837685
21.82548141
21.79637718
21.68028641
21.64692688
21.61993980
21.59005737
20.44902992
20.38849068
20.40442276
20.38639450
20.41516113
20.92042732
20.94758034
21.18574524
21.20592117
21.48706245
21.46454620
21.43362808
21.03343773
21.01968384
20.78385162
21.09725761
21.34706879
21.47310638
21.63994598
21.79197502
20.95257187
20.87993431
20.94661331
21.06221008
20.77791214
20.79480743
20.83137894
20.85780144
20.90925980
20.94615555
20.53650856
20.53725243
20.44465637
20.33451080
20.30824280
20.20693016
20.23193550
20.29003334
20.35630989
20.35994530
20.36651802
20.36026764
20.31122971
20.91231155
20.96946907
20.95709991
20.90617371
20.93027496
20.96576691
22.55500603
22.56626511
22.56685257
22.46880531
22.32755280
22.99693871
22.92084694
22.72779846
22.57982254
22.56342125
22.69900513
24.12648773
23.38476563
22.02136993
20.84871483
22.42286873
23.63809776
25.79892921
27.42378616
27.92387772
28.13337326
25.39009476
25.19075584
25.05516243
24.98609543
25.25321960
24.13253784
24.80319595
25.00545692
24.55024338
24.24499130
23.27482033
23.35876846
23.73160553
23.97490311
23.87315559
25.56041336
25.86198044
26.23458099
26.85781670
26.79303741
33.26674652
31.46070290
29.15668488
28.48579597
28.83446503
29.94667244
29.68952370
30.51980209
30.57656860
29.52005386
29.06073380
28.67558289
27.72620392
27.44278717
27.43242455
26.66704559
25.81872559
25.41564751
25.91495705
26.40885353
25.81364822
25.89320183
25.67362976
25.60769272
25.53102493
25.31965065
25.29533768
25.67475891
25.59475708
25.46173096
25.89054489
25.79291534
25.31667519
25.37460327
25.75494003
25.88150787
25.95350647
26.23464966
26.52380371
26.62370491
26.64368820
26.79015160
27.24680901
27.01748848
26.87606430
27.06937981
26.08780098
25.86785126
26.37268066
26.73704529
26.95718956
26.77359772
26.92421341
27.09600449
27.05903244
27.02440262
27.06136703
27.11053658
27.16478157
27.70772934
27.46778107
27.35179901
27.43689537
26.73103333
26.53281212
27.13769531
27.37116241
27.56465149
27.63453674
27.66788673
27.75054169
27.73561859
27.85346031
27.84916687
27.80059624
28.08134270
28.37000847
28.99435234
29.04711723
29.25672531
30.38819313
30.19149399
30.17351341
30.51313210
29.03983116
28.40761375
28.74572754
28.89338303
28.90914726
28.77701187
28.48805237
28.32350922
28.26451874
28.11114311
28.28963280
28.19213676
28.02605057
27.99411583
28.43818855
28.70507431
29.38381958
29.16723633
28.31610107
24.75428772
21.15003777
19.13629341
17.99066925
17.48585892
17.38818741
17.74029350
18.92018509
21.43973923
23.82304192
22.81935120
23.51702499
25.10577393
27.14961624
27.38734055
27.97075653
28.58469772
26.08808517
24.74961472
23.69163322
23.35278511
23.10491180
21.61506271
20.53505707
19.78781509
19.60439491
19.99510574
19.92247391
19.62023544
19.47533798
19.48041725
19.60990143
20.19358444
21.88121605
22.02008247
22.09271240
